Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,AvgTalkDuration_seconds,AvgTalkDuration_minutes
ID0052,Jim,2021-01-01,17:35:31,Admin Support,N,N,,,,0,0
ID0053,Stewart,2021-01-01,17:36:58,Payment related,Y,Y,13,0:01:15,5,75.03472222,1.25
ID0054,Dan,2021-01-01,17:36:58,Payment related,Y,Y,119,0:02:32,5,152.0703704,2.533333333
ID0055,Becky,2021-01-01,17:44:10,Streaming,Y,Y,35,0:01:19,3,79.03657407,1.316666667
ID0056,Dan,2021-01-01,17:44:10,Streaming,Y,Y,83,0:06:45,4,405.1875,6.75
ID0057,Jim,2021-01-01,17:57:07,Technical Support,Y,Y,48,0:02:52,2,172.0796296,2.866666667
ID0058,Stewart,2021-01-01,17:57:07,Admin Support,Y,Y,45,0:03:23,5,203.0939815,3.383333333
ID0059,Dan,2021-01-02,9:05:46,Technical Support,Y,Y,65,0:06:00,5,360.1666667,6
ID0060,Dan,2021-01-02,9:05:46,Contract related,Y,Y,50,0:04:26,3,266.1231481,4.433333333
ID0061,Diane,2021-01-02,9:18:43,Streaming,Y,Y,17,0:06:15,3,375.1736111,6.25
ID0062,Joe,2021-01-02,9:18:43,Technical Support,N,N,,,,0,0
ID0063,Dan,2021-01-02,9:20:10,Streaming,Y,Y,96,0:06:46,1,406.187963,6.766666667
ID0064,Stewart,2021-01-02,9:20:10,Streaming,Y,Y,90,0:06:23,3,383.1773148,6.383333333
ID0065,Jim,2021-01-02,9:38:53,Contract related,Y,Y,98,0:06:25,2,385.1782407,6.416666667
ID0066,Diane,2021-01-02,9:38:53,Technical Support,Y,N,90,0:01:23,4,83.03842593,1.383333333
ID0067,Jim,2021-01-02,10:04:48,Contract related,Y,Y,98,0:05:49,5,349.1615741,5.816666667
ID0068,Jim,2021-01-02,10:04:48,Contract related,Y,Y,70,0:03:12,5,192.0888889,3.2
ID0069,Diane,2021-01-02,10:33:36,Contract related,Y,Y,69,0:04:45,4,285.1319444,4.75
ID0070,Diane,2021-01-02,10:33:36,Admin Support,N,N,,,,0,0
ID0071,Joe,2021-01-02,11:08:10,Technical Support,Y,Y,120,0:02:11,4,131.0606481,2.183333333
ID0072,Stewart,2021-01-02,11:08:10,Admin Support,Y,Y,113,0:05:51,5,351.1625,5.85
ID0073,Greg,2021-01-02,11:26:53,Payment related,Y,N,10,0:02:19,5,139.0643519,2.316666667
ID0074,Becky,2021-01-02,11:26:53,Contract related,Y,Y,122,0:04:53,1,293.1356481,4.883333333
ID0075,Stewart,2021-01-02,11:42:43,Technical Support,Y,N,125,0:01:38,3,98.04537037,1.633333333
ID0076,Diane,2021-01-02,11:42:43,Admin Support,N,N,,,,0,0
ID0077,Martha,2021-01-02,11:47:02,Technical Support,Y,Y,33,0:06:38,2,398.1842593,6.633333333
ID0078,Dan,2021-01-02,11:47:02,Contract related,Y,Y,51,0:06:22,2,382.1768519,6.366666667
ID0079,Becky,2021-01-02,11:54:14,Contract related,Y,Y,58,0:03:28,3,208.0962963,3.466666667
ID0080,Dan,2021-01-02,11:54:14,Admin Support,Y,Y,121,0:04:47,5,287.1328704,4.783333333
ID0081,Diane,2021-01-02,12:00:00,Admin Support,Y,Y,118,0:02:06,4,126.0583333,2.1
ID0082,Greg,2021-01-02,12:00:00,Payment related,Y,Y,52,0:06:56,4,416.1925926,6.933333333
ID0083,Stewart,2021-01-02,12:20:10,Admin Support,Y,Y,55,0:04:44,3,284.1314815,4.733333333
ID0084,Dan,2021-01-02,12:20:10,Contract related,Y,Y,68,0:05:59,4,359.1662037,5.983333333
ID0085,Becky,2021-01-02,12:41:46,Technical Support,Y,Y,106,0:04:22,5,262.1212963,4.366666667
ID0086,Martha,2021-01-02,12:41:46,Technical Support,Y,Y,32,0:04:36,3,276.1277778,4.6
ID0087,Jim,2021-01-02,12:44:38,Payment related,N,N,,,,0,0
ID0088,Martha,2021-01-02,12:44:38,Admin Support,Y,N,45,0:01:26,4,86.03981481,1.433333333
ID0089,Joe,2021-01-02,12:59:02,Technical Support,Y,Y,119,0:03:32,4,212.0981481,3.533333333
ID0090,Dan,2021-01-02,12:59:02,Streaming,N,N,,,,0,0
ID0091,Jim,2021-01-02,13:03:22,Contract related,Y,Y,46,0:05:41,1,341.1578704,5.683333333
ID0092,Stewart,2021-01-02,13:03:22,Technical Support,Y,Y,101,0:01:28,3,88.04074074,1.466666667
ID0093,Jim,2021-01-02,13:04:48,Technical Support,Y,Y,56,0:02:52,3,172.0796296,2.866666667
ID0094,Becky,2021-01-02,13:04:48,Technical Support,Y,Y,80,0:00:53,3,53.02453704,0.883333333
ID0095,Diane,2021-01-02,13:13:26,Streaming,Y,Y,24,0:01:36,3,96.04444444,1.6
ID0096,Stewart,2021-01-02,13:13:26,Payment related,Y,Y,113,0:03:54,2,234.1083333,3.9
ID0097,Greg,2021-01-02,13:20:38,Contract related,Y,Y,19,0:02:03,4,123.0569444,2.05
ID0098,Martha,2021-01-02,13:20:38,Streaming,N,N,,,,0,0
ID0099,Dan,2021-01-02,13:20:38,Contract related,Y,Y,45,0:06:37,3,397.1837963,6.616666667
ID0100,Diane,2021-01-02,13:20:38,Technical Support,Y,Y,95,0:05:11,1,311.1439815,5.183333333
ID0101,Becky,2021-01-02,13:45:07,Technical Support,N,N,,,,0,0
ID0102,Martha,2021-01-02,13:45:07,Technical Support,Y,N,79,0:05:31,1,331.1532407,5.516666667
ID0103,Diane,2021-01-02,13:49:26,Payment related,Y,Y,22,0:03:56,2,236.1092593,3.933333333
ID0104,Martha,2021-01-02,13:49:26,Contract related,Y,Y,38,0:06:36,1,396.1833333,6.6
ID0105,Becky,2021-01-02,13:53:46,Technical Support,Y,Y,112,0:03:25,5,205.0949074,3.416666667
ID0106,Becky,2021-01-02,13:53:46,Payment related,Y,Y,65,0:04:57,3,297.1375,4.95
ID0107,Joe,2021-01-02,14:22:34,Streaming,N,N,,,,0,0
ID0108,Becky,2021-01-02,14:22:34,Contract related,Y,N,55,0:02:32,1,152.0703704,2.533333333
ID0109,Stewart,2021-01-02,14:52:48,Admin Support,N,N,,,,0,0
ID0110,Joe,2021-01-02,14:52:48,Streaming,Y,Y,19,0:02:38,2,158.0731481,2.633333333
ID0111,Becky,2021-01-02,15:10:05,Technical Support,Y,Y,53,0:00:56,3,56.02592593,0.933333333
ID0112,Diane,2021-01-02,15:10:05,Technical Support,Y,Y,24,0:06:06,5,366.1694444,6.1
ID0113,Martha,2021-01-02,15:36:00,Streaming,Y,Y,73,0:06:01,3,361.1671296,6.016666667
ID0114,Stewart,2021-01-02,15:36:00,Technical Support,N,N,,,,0,0
ID0115,Jim,2021-01-02,17:36:58,Technical Support,Y,Y,55,0:05:47,5,347.1606481,5.783333333
ID0116,Greg,2021-01-02,17:36:58,Payment related,N,N,,,,0,0
ID0117,Diane,2021-01-02,17:47:02,Streaming,N,N,,,,0,0
ID0118,Martha,2021-01-02,17:47:02,Streaming,Y,Y,23,0:05:18,4,318.1472222,5.3
ID0119,Dan,2021-01-03,9:10:05,Payment related,Y,N,124,0:02:23,5,143.0662037,2.383333333
ID0120,Dan,2021-01-03,9:10:05,Contract related,N,N,,,,0,0
ID0121,Dan,2021-01-03,9:47:31,Technical Support,Y,Y,103,0:01:01,4,61.02824074,1.016666667
ID0122,Martha,2021-01-03,9:47:31,Contract related,Y,Y,69,0:03:45,4,225.1041667,3.75
ID0123,Joe,2021-01-03,10:29:17,Streaming,Y,Y,78,0:01:12,3,72.03333333,1.2
ID0124,Martha,2021-01-03,10:29:17,Technical Support,Y,Y,78,0:03:26,5,206.0953704,3.433333333
ID0125,Martha,2021-01-03,10:37:55,Technical Support,N,N,,,,0,0
ID0126,Diane,2021-01-03,10:37:55,Payment related,Y,Y,44,0:05:38,4,338.1564815,5.633333333
ID0127,Martha,2021-01-03,10:52:19,Admin Support,Y,Y,35,0:02:46,4,166.0768519,2.766666667
ID0128,Becky,2021-01-03,10:52:19,Admin Support,Y,Y,102,0:05:26,4,326.1509259,5.433333333
ID0129,Jim,2021-01-03,10:52:19,Contract related,Y,Y,99,0:05:51,3,351.1625,5.85
ID0130,Jim,2021-01-03,10:52:19,Admin Support,Y,Y,29,0:04:09,3,249.1152778,4.15
ID0131,Becky,2021-01-03,10:58:05,Admin Support,Y,N,42,0:00:59,5,59.02731481,0.983333333
ID0132,Diane,2021-01-03,10:58:05,Payment related,Y,Y,113,0:05:40,4,340.1574074,5.666666667
ID0133,Dan,2021-01-03,11:02:24,Admin Support,Y,Y,124,0:00:53,2,53.02453704,0.883333333
ID0134,Jim,2021-01-03,11:02:24,Technical Support,N,N,,,,0,0
ID0135,Dan,2021-01-03,11:03:50,Payment related,Y,Y,55,0:02:13,1,133.0615741,2.216666667
ID0136,Greg,2021-01-03,11:03:50,Technical Support,Y,N,105,0:05:59,3,359.1662037,5.983333333
ID0137,Stewart,2021-01-03,11:06:43,Contract related,Y,N,112,0:03:12,5,192.0888889,3.2
ID0138,Martha,2021-01-03,11:06:43,Contract related,N,N,,,,0,0
ID0139,Becky,2021-01-03,11:16:48,Technical Support,Y,Y,43,0:06:20,5,380.1759259,6.333333333
ID0140,Joe,2021-01-03,11:16:48,Payment related,Y,Y,20,0:01:44,3,104.0481481,1.733333333
ID0141,Greg,2021-01-03,11:26:53,Technical Support,Y,Y,84,0:01:43,5,103.0476852,1.716666667
ID0142,Jim,2021-01-03,11:26:53,Contract related,Y,Y,20,0:02:44,4,164.0759259,2.733333333
ID0143,Greg,2021-01-03,11:38:24,Streaming,Y,Y,101,0:02:16,3,136.062963,2.266666667
ID0144,Diane,2021-01-03,11:38:24,Technical Support,Y,Y,31,0:02:55,5,175.0810185,2.916666667
ID0145,Jim,2021-01-03,11:52:48,Contract related,Y,Y,56,0:04:09,5,249.1152778,4.15
ID0146,Joe,2021-01-03,11:52:48,Contract related,N,N,,,,0,0
ID0147,Joe,2021-01-03,11:55:41,Payment related,Y,Y,77,0:01:27,5,87.04027778,1.45
ID0148,Jim,2021-01-03,11:55:41,Payment related,Y,Y,46,0:00:50,4,50.02314815,0.833333333
ID0149,Stewart,2021-01-03,11:58:34,Admin Support,Y,Y,88,0:04:26,3,266.1231481,4.433333333
ID0150,Diane,2021-01-03,11:58:34,Payment related,Y,Y,88,0:00:58,1,58.02685185,0.966666667
ID0151,Joe,2021-01-03,12:33:07,Technical Support,Y,Y,124,0:06:03,1,363.1680556,6.05
ID0152,Stewart,2021-01-03,12:33:07,Contract related,N,N,,,,0,0
ID0153,Martha,2021-01-03,12:54:43,Payment related,Y,N,52,0:06:59,4,419.1939815,6.983333333
ID0154,Joe,2021-01-03,12:54:43,Admin Support,Y,Y,67,0:06:10,5,370.1712963,6.166666667
ID0155,Martha,2021-01-03,13:12:00,Payment related,Y,Y,119,0:04:16,3,256.1185185,4.266666667
ID0156,Dan,2021-01-03,13:12:00,Admin Support,Y,Y,98,0:04:37,2,277.1282407,4.616666667
ID0157,Jim,2021-01-03,13:14:53,Technical Support,N,N,,,,0,0
ID0158,Joe,2021-01-03,13:14:53,Technical Support,Y,Y,118,0:04:18,3,258.1194444,4.3
ID0159,Becky,2021-01-03,13:27:50,Admin Support,Y,Y,123,0:01:15,3,75.03472222,1.25
ID0160,Becky,2021-01-03,13:27:50,Streaming,Y,N,86,0:05:37,1,337.1560185,5.616666667
ID0161,Greg,2021-01-03,13:35:02,Admin Support,Y,Y,104,0:02:09,3,129.0597222,2.15
ID0162,Greg,2021-01-03,13:35:02,Payment related,Y,Y,69,0:01:33,2,93.04305556,1.55
ID0163,Dan,2021-01-03,13:58:05,Contract related,Y,Y,113,0:02:38,1,158.0731481,2.633333333
ID0164,Joe,2021-01-03,13:58:05,Streaming,Y,Y,88,0:03:23,5,203.0939815,3.383333333
ID0165,Joe,2021-01-03,13:58:05,Streaming,N,N,,,,0,0
ID0166,Stewart,2021-01-03,13:58:05,Payment related,N,N,,,,0,0
ID0167,Joe,2021-01-03,14:03:50,Payment related,Y,Y,84,0:00:58,2,58.02685185,0.966666667
ID0168,Diane,2021-01-03,14:03:50,Streaming,Y,Y,113,0:01:22,3,82.03796296,1.366666667
ID0169,Joe,2021-01-03,14:47:02,Streaming,Y,Y,38,0:05:31,4,331.1532407,5.516666667
ID0170,Dan,2021-01-03,14:47:02,Streaming,Y,Y,14,0:06:14,4,374.1731481,6.233333333
ID0171,Martha,2021-01-03,15:34:34,Streaming,Y,N,25,0:05:32,4,332.1537037,5.533333333
ID0172,Dan,2021-01-03,15:34:34,Contract related,N,N,,,,0,0
ID0173,Diane,2021-01-03,16:29:17,Technical Support,N,N,,,,0,0
ID0174,Joe,2021-01-03,16:29:17,Payment related,Y,Y,117,0:02:07,4,127.0587963,2.116666667
ID0175,Stewart,2021-01-03,17:31:12,Payment related,Y,N,57,0:06:01,2,361.1671296,6.016666667
ID0176,Martha,2021-01-03,17:31:12,Technical Support,Y,Y,119,0:05:19,5,319.1476852,5.316666667
ID0177,Martha,2021-01-04,9:01:26,Contract related,N,N,,,,0,0
ID0178,Diane,2021-01-04,9:01:26,Streaming,Y,Y,93,0:06:32,5,392.1814815,6.533333333
ID0179,Martha,2021-01-04,9:31:41,Payment related,Y,Y,86,0:01:04,4,64.02962963,1.066666667
ID0180,Joe,2021-01-04,9:31:41,Streaming,N,N,,,,0,0
ID0181,Dan,2021-01-04,9:43:12,Contract related,Y,Y,92,0:02:59,3,179.0828704,2.983333333
ID0182,Greg,2021-01-04,9:43:12,Streaming,N,N,,,,0,0
ID0183,Martha,2021-01-04,10:03:22,Technical Support,Y,Y,106,0:05:42,3,342.1583333,5.7
ID0184,Stewart,2021-01-04,10:03:22,Technical Support,Y,Y,67,0:02:44,3,164.0759259,2.733333333
ID0185,Jim,2021-01-04,10:27:50,Streaming,Y,Y,90,0:04:17,3,257.1189815,4.283333333
ID0186,Diane,2021-01-04,10:27:50,Technical Support,N,N,,,,0,0
ID0187,Becky,2021-01-04,11:09:36,Streaming,Y,N,50,0:03:49,4,229.1060185,3.816666667
ID0188,Diane,2021-01-04,11:09:36,Admin Support,Y,N,89,0:04:16,3,256.1185185,4.266666667
ID0189,Jim,2021-01-04,11:13:55,Admin Support,Y,Y,74,0:06:18,3,378.175,6.3
ID0190,Martha,2021-01-04,11:13:55,Payment related,Y,Y,63,0:02:22,2,142.0657407,2.366666667
ID0191,Becky,2021-01-04,11:18:14,Contract related,Y,Y,45,0:06:31,5,391.1810185,6.516666667
ID0192,Martha,2021-01-04,11:18:14,Technical Support,N,N,,,,0,0
ID0193,Dan,2021-01-04,11:22:34,Payment related,Y,Y,31,0:06:43,2,403.1865741,6.716666667
ID0194,Joe,2021-01-04,11:22:34,Streaming,N,N,,,,0,0
ID0195,Joe,2021-01-04,11:32:38,Contract related,Y,Y,43,0:03:44,5,224.1037037,3.733333333
ID0196,Martha,2021-01-04,11:32:38,Streaming,Y,Y,50,0:05:42,4,342.1583333,5.7
ID0197,Dan,2021-01-04,12:02:53,Technical Support,Y,Y,48,0:05:12,4,312.1444444,5.2
ID0198,Martha,2021-01-04,12:02:53,Admin Support,Y,Y,113,0:02:44,5,164.0759259,2.733333333
ID0199,Jim,2021-01-04,12:15:50,Streaming,N,N,,,,0,0
ID0200,Joe,2021-01-04,12:15:50,Technical Support,Y,Y,103,0:06:40,5,400.1851852,6.666666667
ID0201,Becky,2021-01-04,12:15:50,Technical Support,Y,N,95,0:04:27,3,267.1236111,4.45
ID0202,Joe,2021-01-04,12:15:50,Admin Support,Y,Y,30,0:05:04,1,304.1407407,5.066666667
ID0203,Greg,2021-01-04,13:32:10,Admin Support,Y,Y,124,0:03:19,3,199.0921296,3.316666667
ID0204,Diane,2021-01-04,13:32:10,Admin Support,Y,Y,17,0:02:03,5,123.0569444,2.05
ID0205,Stewart,2021-01-04,13:45:07,Streaming,Y,Y,113,0:06:00,3,360.1666667,6
ID0206,Jim,2021-01-04,13:45:07,Technical Support,Y,Y,25,0:02:27,5,147.0680556,2.45
ID0207,Jim,2021-01-04,13:56:38,Admin Support,Y,Y,52,0:04:22,5,262.1212963,4.366666667
ID0208,Dan,2021-01-04,13:56:38,Admin Support,Y,Y,28,0:02:44,5,164.0759259,2.733333333
ID0209,Greg,2021-01-04,14:25:26,Technical Support,Y,Y,69,0:03:05,3,185.0856481,3.083333333
ID0210,Martha,2021-01-04,14:25:26,Streaming,Y,Y,106,0:03:52,3,232.1074074,3.866666667
ID0211,Jim,2021-01-04,14:28:19,Technical Support,N,N,,,,0,0
ID0212,Joe,2021-01-04,14:28:19,Payment related,Y,Y,26,0:04:59,3,299.1384259,4.983333333
ID0213,Joe,2021-01-04,14:31:12,Payment related,Y,Y,53,0:05:55,4,355.1643519,5.916666667
ID0214,Martha,2021-01-04,14:31:12,Technical Support,Y,Y,77,0:04:10,2,250.1157407,4.166666667
ID0215,Jim,2021-01-04,14:49:55,Contract related,Y,Y,45,0:03:02,3,182.0842593,3.033333333
ID0216,Becky,2021-01-04,14:49:55,Technical Support,N,N,,,,0,0
ID0217,Greg,2021-01-04,15:23:02,Streaming,Y,Y,56,0:04:16,4,256.1185185,4.266666667
ID0218,Stewart,2021-01-04,15:23:02,Admin Support,Y,Y,13,0:03:56,2,236.1092593,3.933333333
ID0219,Stewart,2021-01-04,15:48:58,Admin Support,Y,Y,120,0:06:50,5,410.1898148,6.833333333
ID0220,Diane,2021-01-04,15:48:58,Payment related,Y,Y,22,0:00:50,1,50.02314815,0.833333333
ID0221,Martha,2021-01-04,16:48:00,Payment related,Y,Y,81,0:03:21,4,201.0930556,3.35
ID0222,Jim,2021-01-04,16:48:00,Streaming,N,N,,,,0,0
ID0223,Martha,2021-01-04,16:49:26,Contract related,Y,Y,71,0:00:48,2,48.02222222,0.8
ID0224,Stewart,2021-01-04,16:49:26,Payment related,Y,Y,75,0:01:33,4,93.04305556,1.55
ID0225,Martha,2021-01-04,16:49:26,Technical Support,Y,Y,77,0:02:42,4,162.075,2.7
ID0226,Joe,2021-01-04,16:49:26,Streaming,Y,Y,88,0:06:27,4,387.1791667,6.45
ID0227,Stewart,2021-01-04,17:35:31,Admin Support,Y,Y,82,0:03:05,2,185.0856481,3.083333333
ID0228,Jim,2021-01-04,17:35:31,Technical Support,Y,Y,110,0:06:30,3,390.1805556,6.5
ID0229,Martha,2021-01-04,17:39:50,Admin Support,Y,N,70,0:01:32,3,92.04259259,1.533333333
ID0230,Becky,2021-01-04,17:39:50,Admin Support,Y,Y,117,0:03:40,3,220.1018519,3.666666667
ID0231,Joe,2021-01-05,9:08:38,Streaming,Y,Y,18,0:00:50,3,50.02314815,0.833333333
ID0232,Joe,2021-01-05,9:08:38,Streaming,Y,Y,113,0:02:36,4,156.0722222,2.6
ID0233,Stewart,2021-01-05,9:25:55,Contract related,Y,N,68,0:03:29,5,209.0967593,3.483333333
ID0234,Greg,2021-01-05,9:25:55,Payment related,Y,Y,67,0:04:14,5,254.1175926,4.233333333
ID0235,Joe,2021-01-05,9:33:07,Technical Support,Y,Y,36,0:01:07,5,67.03101852,1.116666667
ID0236,Stewart,2021-01-05,9:33:07,Streaming,N,N,,,,0,0
ID0237,Becky,2021-01-05,10:00:29,Technical Support,Y,Y,33,0:02:30,1,150.0694444,2.5
ID0238,Dan,2021-01-05,10:00:29,Contract related,Y,Y,113,0:01:59,5,119.0550926,1.983333333
ID0239,Greg,2021-01-05,10:49:26,Contract related,Y,Y,106,0:06:19,3,379.175463,6.316666667
ID0240,Joe,2021-01-05,10:49:26,Streaming,Y,Y,23,0:04:59,3,299.1384259,4.983333333
ID0241,Joe,2021-01-05,11:31:12,Streaming,N,N,,,,0,0
ID0242,Greg,2021-01-05,11:31:12,Payment related,Y,Y,11,0:04:42,1,282.1305556,4.7
ID0243,Greg,2021-01-05,11:41:17,Contract related,Y,Y,73,0:04:45,5,285.1319444,4.75
ID0244,Dan,2021-01-05,11:41:17,Admin Support,Y,Y,109,0:04:49,5,289.1337963,4.816666667
ID0245,Martha,2021-01-05,11:49:55,Payment related,Y,Y,29,0:04:14,4,254.1175926,4.233333333
ID0246,Dan,2021-01-05,11:49:55,Streaming,N,N,,,,0,0
ID0247,Becky,2021-01-05,11:49:55,Admin Support,Y,Y,81,0:01:14,4,74.03425926,1.233333333
ID0248,Greg,2021-01-05,11:49:55,Contract related,Y,Y,59,0:03:52,1,232.1074074,3.866666667
ID0249,Becky,2021-01-05,12:00:00,Streaming,Y,Y,32,0:06:29,4,389.1800926,6.483333333
ID0250,Martha,2021-01-05,12:00:00,Admin Support,Y,Y,116,0:00:42,4,42.01944444,0.7
ID0251,Diane,2021-01-05,12:12:58,Payment related,Y,Y,92,0:01:55,5,115.0532407,1.916666667
ID0252,Greg,2021-01-05,12:12:58,Streaming,Y,Y,62,0:06:02,5,362.1675926,6.033333333
ID0253,Joe,2021-01-05,13:04:48,Payment related,Y,Y,83,0:01:53,5,113.0523148,1.883333333
ID0254,Joe,2021-01-05,13:04:48,Admin Support,Y,Y,71,0:02:31,3,151.0699074,2.516666667
ID0255,Greg,2021-01-05,13:59:31,Admin Support,Y,N,74,0:04:32,3,272.1259259,4.533333333
ID0256,Joe,2021-01-05,13:59:31,Technical Support,Y,Y,96,0:05:46,4,346.1601852,5.766666667
ID0257,Diane,2021-01-05,14:42:43,Admin Support,Y,Y,110,0:01:41,1,101.0467593,1.683333333
ID0258,Jim,2021-01-05,14:42:43,Streaming,Y,N,110,0:02:38,3,158.0731481,2.633333333
ID0259,Dan,2021-01-05,15:18:43,Technical Support,Y,Y,117,0:03:03,4,183.0847222,3.05
ID0260,Becky,2021-01-05,15:18:43,Admin Support,Y,Y,44,0:05:53,3,353.1634259,5.883333333
ID0261,Diane,2021-01-05,15:20:10,Contract related,Y,Y,47,0:06:02,4,362.1675926,6.033333333
ID0262,Greg,2021-01-05,15:20:10,Admin Support,Y,Y,97,0:01:16,3,76.03518519,1.266666667
ID0263,Greg,2021-01-05,15:31:41,Streaming,Y,Y,67,0:02:39,4,159.0736111,2.65
ID0264,Diane,2021-01-05,15:31:41,Streaming,Y,Y,72,0:06:48,3,408.1888889,6.8
ID0265,Becky,2021-01-05,15:31:41,Contract related,Y,Y,68,0:04:21,3,261.1208333,4.35
ID0266,Joe,2021-01-05,15:31:41,Payment related,Y,Y,98,0:06:22,5,382.1768519,6.366666667
